_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
21,406,447,GUILD PARK AND GARDENS,Park,Washroom,201 Guildwood Pkwy,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=406,"{""coordinates"": [[-79.1918974132225, 43.7465778090197]], ""type"": ""MultiPoint""}"
22,974,285,DONNYBROOK PARK,Park,Playground,43 Loyalist Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=974,"{""coordinates"": [[-79.5207004271259, 43.6531548196053]], ""type"": ""MultiPoint""}"
23,2392,1364,JACKSON PARKETTE,Park,None,104 The Kingsway,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2392,"{""coordinates"": [[-79.5111066888333, 43.6531372064345]], ""type"": ""MultiPoint""}"
24,1059,306,DUNN AVENUE PARKETTE,Park,None,225 Dunn Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1059,"{""coordinates"": [[-79.4334717108104, 43.6394939983686]], ""type"": ""MultiPoint""}"
25,867,895,ROTARY PEACE PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court, Washroom",25 Eleventh St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=867,"{""coordinates"": [[-79.5068692870492, 43.5947627654434]], ""type"": ""MultiPoint""}"
26,2457,457,HAMPSHIRE HEIGHTS PARK,Park,None,231 Martin Grove Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2457,"{""coordinates"": [[-79.5503777611688, 43.6557836833223]], ""type"": ""MultiPoint""}"
27,2374,183,CHARLES SAURIOL PARKETTE,Park,None,4 Hillside Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2374,"{""coordinates"": [[-79.3570555111895, 43.6856305330459]], ""type"": ""MultiPoint""}"
28,151,544,JEAN SIBELIUS SQUARE,Park,"Picnic Site, Playground, Washroom",50 Kendal Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=151,"{""coordinates"": [[-79.4087961518939, 43.6714476735726]], ""type"": ""MultiPoint""}"
29,102,807,PAUL KANE HOUSE PARKETTE,Park,None,56 Wellesley St E,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=102,"{""coordinates"": [[-79.3822077759743, 43.6657593609103]], ""type"": ""MultiPoint""}"
30,307,832,POTTERY PLAYGROUND,Park,Playground,601 Merton St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=307,"{""coordinates"": [[-79.3784968971666, 43.6995077135555]], ""type"": ""MultiPoint""}"
31,1471,928,SCARLETT MILLS PARK,Park,Tennis Court,235 Edenbridge Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1471,"{""coordinates"": [[-79.5106471931552, 43.6757474797456]], ""type"": ""MultiPoint""}"
32,154,1222,CASA LOMA PARKETTE,Park,None,328 A Walmer Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=154,"{""coordinates"": [[-79.4107712078463, 43.6789692783754]], ""type"": ""MultiPoint""}"
33,2102,883,ROBERTSON DAVIES PARK,Park,None,275 Avenue Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2102,"{""coordinates"": [[-79.3976358639293, 43.6785904316936]], ""type"": ""MultiPoint""}"
34,213,757,NORDHEIMER RAVINE,Park,None,326 Spadina Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=213,"{""coordinates"": [[-79.4126187416069, 43.6829395192894]], ""type"": ""MultiPoint""}"
35,368,210,CLOUD GARDENS,Park,None,14 Temperance St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=368,"{""coordinates"": [[-79.3797165089155, 43.6511843140751]], ""type"": ""MultiPoint""}"
36,105,574,KENNEDY - MARGDON PARKETTE,Park,"Outdoor Fitness Equipment, Playground",24 Kennedy Park Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=105,"{""coordinates"": [[-79.4733408555681, 43.6523231740481]], ""type"": ""MultiPoint""}"
37,2389,1683,CHAUNCEY - ISLINGTON PARKETTE,Park,None,1116 Islington Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2389,"{""coordinates"": [[-79.521118880237, 43.6377653994245]], ""type"": ""MultiPoint""}"
38,3641,1914,ORPHAN'S GREEN,Park,Dog Off-Leash Area,51 Power St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3641,"{""coordinates"": [[-79.3618914753787, 43.6547967018755]], ""type"": ""MultiPoint""}"
39,2219,1241,COBBLE HILLS PARKETTE,Park,None,6 Cobble Hills,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2219,"{""coordinates"": [[-79.5229679500174, 43.6728386907633]], ""type"": ""MultiPoint""}"
40,2594,398,GARRISON CREEK PARK,Park,None,1090 Shaw St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2594,"{""coordinates"": [[-79.4282823184823, 43.6714381473382]], ""type"": ""MultiPoint""}"
41,871,1010,SUNNYDALE ACRES PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",50 Amoro Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=871,"{""coordinates"": [[-79.5785252711438, 43.7240965975286]], ""type"": ""MultiPoint""}"
42,2625,474,HEATHERCREST PARK,Park,"Outdoor Fitness Equipment, Playground",19 Storey Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2625,"{""coordinates"": [[-79.5627891131937, 43.6670420733845]], ""type"": ""MultiPoint""}"
43,37,678,MARIA STREET PARKETTE,Park,Playground,240 Maria St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=37,"{""coordinates"": [[-79.4805629465542, 43.6666590410375]], ""type"": ""MultiPoint""}"
44,2118,65,BARTLEY PARK,Park,Playground,112 Bartley Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2118,"{""coordinates"": [[-79.3086360997155, 43.7224311087192]], ""type"": ""MultiPoint""}"
45,1854,1003,STRATFORD PARK,Park,None,2100 Bayview Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1854,"{""coordinates"": [[-79.3797911006885, 43.7216282420146]], ""type"": ""MultiPoint""}"
46,2113,61,BANBURY PARK,Park,"Pickleball Court, Playground, Tennis Court",120 Banbury Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2113,"{""coordinates"": [[-79.3698734945276, 43.7427740008615]], ""type"": ""MultiPoint""}"
47,246,1041,CAROLINE HUEBNER PARKETTE,Park,Playground,45 Tiverton Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=246,"{""coordinates"": [[-79.3451053993281, 43.6648646617641]], ""type"": ""MultiPoint""}"
48,388,932,SEATON PARK,Park,None,14 Albany Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=388,"{""coordinates"": [[-79.4105764971305, 43.6659016673499]], ""type"": ""MultiPoint""}"
49,386,900,ROUNDHOUSE PARK,Park,Playground,255 Bremner Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=386,"{""coordinates"": [[-79.3853958821948, 43.6410757356875]], ""type"": ""MultiPoint""}"
50,2351,577,KENWAY PARK,Park,Playground,3431 Bloor St W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2351,"{""coordinates"": [[-79.5260762299615, 43.643703907415]], ""type"": ""MultiPoint""}"
51,2246,253,DALRYMPLE PARK,Park,Playground,59 Dalrymple Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2246,"{""coordinates"": [[-79.4918372097563, 43.6789986003898]], ""type"": ""MultiPoint""}"
52,1896,1512,SOUTH MARINE DRIVE PARK,Park,None,5 Rogate Pl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1896,"{""coordinates"": [[-79.2015837130459, 43.7374772533522]], ""type"": ""MultiPoint""}"
53,1860,946,SHERBOURNE COMMON,Park,"Playground, Washroom",5 Lower Sherbourne St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1860,"{""coordinates"": [[-79.3649477531678, 43.6448847872863]], ""type"": ""MultiPoint""}"
54,301,547,JENNIFER KATERYNA KOVAL'S'KYJ PARK,Park,None,2 Polson St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=301,"{""coordinates"": [[-79.3552397595627, 43.6410446857836]], ""type"": ""MultiPoint""}"
55,399,397,GARRISON COMMON,Park,None,100 Garrison Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=399,"{""coordinates"": [[-79.407105706175, 43.6384614375107]], ""type"": ""MultiPoint""}"
56,421,994,STAN WADLOW PARK,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Playground, Skateboarding, Sports Field, Washroom",888 Cosburn Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=421,"{""coordinates"": [[-79.3140535784306, 43.6983671682227]], ""type"": ""MultiPoint""}"
57,2535,627,LEYTON TOT LOT,Park,Playground,100 Prairie Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2535,"{""coordinates"": [[-79.2807906259358, 43.6987051301588]], ""type"": ""MultiPoint""}"
58,735,837,PRINCE CHARLES PARK,Park,Playground,36 Prince Charles Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=735,"{""coordinates"": [[-79.4357172755406, 43.722656879251]], ""type"": ""MultiPoint""}"
59,445,1141,WOBURN AVENUE PLAYGROUND,Park,"Playground, Washroom",75 Woburn Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=445,"{""coordinates"": [[-79.4060798008937, 43.7274341845584]], ""type"": ""MultiPoint""}"
60,2546,1049,TORONTO WATERFRONT PARK,Park,None, ROBERTSON CRES,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2546,"{""coordinates"": [[-79.3819286951447, 43.6385748471575]], ""type"": ""MultiPoint""}"
61,2021,876,RITA COX PARK,Park,Playground,14 Machells Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2021,"{""coordinates"": [[-79.4255744554253, 43.6401341144053]], ""type"": ""MultiPoint""}"
62,2545,863,REES STREET PARKETTE,Park,Playground,238 Queens Quay W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2545,"{""coordinates"": [[-79.3846391387197, 43.6395541289984]], ""type"": ""MultiPoint""}"
63,862,869,REXDALE PARK,Park,"Ball Diamond, Playground",6 Drumheller Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=862,"{""coordinates"": [[-79.5656880576922, 43.7230412256035]], ""type"": ""MultiPoint""}"
64,982,855,RANEE PARK,Park,Playground,326 Ranee Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=982,"{""coordinates"": [[-79.4535591655873, 43.722632765282]], ""type"": ""MultiPoint""}"
65,588,376,FLEMINGTON PARK,Park,"Ball Diamond, Basketball Court, Playground",2 A Flemington Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=588,"{""coordinates"": [[-79.4450382403803, 43.7210457201255]], ""type"": ""MultiPoint""}"
66,2575,1288,EDENBROOK PARK,Park,None,1310 Royal York Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2575,"{""coordinates"": [[-79.5247671713656, 43.6756064201275]], ""type"": ""MultiPoint""}"
67,382,774,OAK STREET PARK,Park,"Basketball Court, Playground",165 River St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=382,"{""coordinates"": [[-79.3581281752521, 43.6621592729149]], ""type"": ""MultiPoint""}"
68,2531,1057,JAMES TRIMBEE PARK,Park,Playground,25 Plainfield Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2531,"{""coordinates"": [[-79.5055134408288, 43.699153624021]], ""type"": ""MultiPoint""}"
69,59,421,GLEN STEWART PARK,Park,Picnic Site,351 Glen Manor Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=59,"{""coordinates"": [[-79.2929833349497, 43.6777501736459]], ""type"": ""MultiPoint""}"
70,23,1402,MAHER CIRCLE PARKETTE,Park,None, MAHER AVE,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=23,"{""coordinates"": [[-79.4782668156419, 43.6625809130766]], ""type"": ""MultiPoint""}"
71,452,1398,LUCY MAUD MONTGOMERY PARK,Park,None,222 Riverside Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=452,"{""coordinates"": [[-79.4834528513057, 43.6424256976721]], ""type"": ""MultiPoint""}"
72,1901,100,BILL JOHNSTON PARK,Park,Dog Off-Leash Area,65 Western Battery Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1901,"{""coordinates"": [[-79.4137386003358, 43.640094408226]], ""type"": ""MultiPoint""}"
73,2708,151,CANOE LANDING,Park,"Dog Off-Leash Area, Sports Field",95 Fort York Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2708,"{""coordinates"": [[-79.396323630107, 43.6389753006818]], ""type"": ""MultiPoint""}"
74,650,449,GULLIVER PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground",55 Gulliver Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=650,"{""coordinates"": [[-79.4797945351303, 43.6981523784847]], ""type"": ""MultiPoint""}"
75,508,1111,WESTON LIONS PARK,Park,"Ball Diamond, Basketball Court, Playground, Skateboarding, Sports Field, Tennis Court, Washroom",2125 Lawrence Ave W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=508,"{""coordinates"": [[-79.5175390232004, 43.6979437098432]], ""type"": ""MultiPoint""}"
76,238,1059,TRINITY SQUARE,Park,None,19 Trinity Sq,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=238,"{""coordinates"": [[-79.3818699449509, 43.6545159903913]], ""type"": ""MultiPoint""}"
77,377,607,LARRY SEFTON PARK,Park,None,500 Bay St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=377,"{""coordinates"": [[-79.383661904441, 43.6543992712825]], ""type"": ""MultiPoint""}"
78,1923,158,CASHMAN PARK,Park,Playground,4 Langmuir Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1923,"{""coordinates"": [[-79.493272451195, 43.6557383455041]], ""type"": ""MultiPoint""}"
79,2444,1393,LINKWOOD LANE PARKETTE,Park,None,400 Linkwood Lane,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2444,"{""coordinates"": [[-79.3274580529626, 43.7187680292429]], ""type"": ""MultiPoint""}"
80,2,117,BLUFFER'S PARK,Park,"Beach, Picnic Site, Washroom",1 Brimley Rd S,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2,"{""coordinates"": [[-79.2333881045029, 43.7093530218654]], ""type"": ""MultiPoint""}"
81,2723,974,SPADINA PARK,Park,None,486 Davenport Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2723,"{""coordinates"": [[-79.4084193338161, 43.6781460302407]], ""type"": ""MultiPoint""}"
82,2533,1418,MILLSTONE PARKETTE,Park,None,1 Plymbridge Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2533,"{""coordinates"": [[-79.4007175408464, 43.7386177315777]], ""type"": ""MultiPoint""}"
83,231,72,BEATY AVENUE PARKETTE,Park,Playground,66 Beaty Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=231,"{""coordinates"": [[-79.4410883826551, 43.6384074261191]], ""type"": ""MultiPoint""}"
84,2027,296,DUFFERIN - KING PARK,Park,Playground,256 Dufferin St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2027,"{""coordinates"": [[-79.4275067408404, 43.637976069311]], ""type"": ""MultiPoint""}"
85,1077,573,KEMPTON HOWARD PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Playground",150 Blake St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1077,"{""coordinates"": [[-79.3404915938113, 43.6758790298779]], ""type"": ""MultiPoint""}"
86,47,33,AMSTERDAM SQUARE,Park,None,525 Avenue Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=47,"{""coordinates"": [[-79.4010608035814, 43.6870105628259]], ""type"": ""MultiPoint""}"
